VALUE,COUNT,FSTTYP_W,LC16_EVT_2,FORTYPCD,FORTYPNAME,FILTER,KB COMMENT,FLDTYPCD,FLDTYPNAME,EVT_NAME,EVT_LF,SAF_SRM
4477,46,923,7052,923,Oregon white oak,Dry,,923,Oregon white oak,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland,Tree,SAF 211: White Fir
4479,146,923,7016,923,Oregon white oak,Dry,,923,Oregon white oak,Colorado Plateau Pinyon-Juniper Woodland,Tree,SRM 504: Juniper-Pinyon Pine Woodland
4494,130,923,7057,923,Oregon white oak,Dry,,923,Oregon white oak,Rocky Mountain Subalpine-Montane Limber-Bristlecone Pine Woodland,Tree,SAF 209: Bristlecone Pine
4506,1,923,7020,923,Oregon white oak,Dry,,923,Oregon white oak,Inter-Mountain Basins Subalpine Limber-Bristlecone Pine Woodland,Tree,SAF 209: Bristlecone Pine
4532,69,923,7012,923,Oregon white oak,Dry,,923,Oregon white oak,Rocky Mountain Bigtooth Maple Ravine Woodland,Tree,SRM 418: Bigtooth Maple
4539,40262,923,7118,923,Oregon white oak,Dry,,923,Oregon white oak,Southern California Oak Woodland and Savanna,Tree,SAF 255: California Coast Live Oak
4625,28015,923,7026,923,Oregon white oak,Dry,,923,Oregon white oak,Madrean Upper Montane Conifer-Oak Forest and Woodland,Tree,SAF 241: Western Live Oak
4673,15883,923,7024,923,Oregon white oak,Dry,,923,Oregon white oak,Madrean Lower Montane Pine-Oak Forest and Woodland,Tree,SAF 241: Western Live Oak
4837,42,923,7023,923,Oregon white oak,Dry,,923,Oregon white oak,Madrean Encinal,Tree,SAF 241: Western Live Oak
1335,10297,995,9315,995,Other exotic hardwoods,Dry,,995,Other exotic hardwoods,Northern & Central Native Ruderal Forest,Tree,LF 53: Ruderal Forest
1358,689,995,9314,995,Other exotic hardwoods,Dry,,995,Other exotic hardwoods,Northern & Central Native Ruderal Flooded & Swamp Forest,Tree,LF 53: Ruderal Forest
1656,417,995,9170,995,Other exotic hardwoods,Dry,,995,Other exotic hardwoods,North Pacific Lowland Mixed Hardwood-Conifer Forest,Tree,SAF 229: Pacific Douglas-Fir
1674,129,995,7060,995,Other exotic hardwoods,Dry,,995,Other exotic hardwoods,East Cascades Ponderosa Pine Forest and Woodland,Tree,SAF 237: Interior Ponderosa Pine
1699,3,995,7262,995,Other exotic hardwoods,Dry,,995,Other exotic hardwoods,East Cascades Oak Forest and Woodland,Tree,SAF 237: Interior Ponderosa Pine
1703,10,995,7263,995,Other exotic hardwoods,Dry,,995,Other exotic hardwoods,East Cascades Oak-Ponderosa Pine Forest and Woodland,Tree,SAF 237: Interior Ponderosa Pine
1889,155,995,7156,995,Other exotic hardwoods,Dry,,995,Other exotic hardwoods,North Pacific Lowland Riparian Forest,Tree,SAF 222: Black Cottonwood-Willow
1915,127,995,7158,995,Other exotic hardwoods,Dry,,995,Other exotic hardwoods,North Pacific Montane Riparian Woodland,Tree,SAF 222: Black Cottonwood-Willow
1983,71,995,7063,995,Other exotic hardwoods,Dry,,995,Other exotic hardwoods,North Pacific Broadleaf Landslide Forest,Tree,SAF 221: Red Alder
2029,10,995,7039,995,Other exotic hardwoods,Dry,,995,Other exotic hardwoods,North Pacific Maritime Mesic-Wet Douglas-fir-Western Hemlock Forest,Tree,SAF 230: Douglas-Fir-Western Hemlock
2036,75,995,7037,995,Other exotic hardwoods,Dry,,995,Other exotic hardwoods,North Pacific Maritime Dry-Mesic Douglas-fir-Western Hemlock Forest,Tree,SAF 230: Douglas-Fir-Western Hemlock
2342,127,995,7029,995,Other exotic hardwoods,Dry,,995,Other exotic hardwoods,Mediterranean California Mixed Oak Woodland,Tree,SAF 246: California Black Oak
2343,628,995,7030,995,Other exotic hardwoods,Dry,,995,Other exotic hardwoods,Mediterranean California Lower Montane Conifer Forest and Woodland,Tree,SAF 246: California Black Oak
2373,3,995,7260,995,Other exotic hardwoods,Dry,,995,Other exotic hardwoods,Mediterranean California Lower Montane Black Oak Forest and Woodland,Tree,SAF 246: California Black Oak
2378,2285,995,9129,995,Other exotic hardwoods,Dry,,995,Other exotic hardwoods,Mediterranean California Foothill and Lower Montane Riparian Woodland,Tree,SRM 203: Riparian Woodland
2439,2,995,7031,995,Other exotic hardwoods,Dry,,995,Other exotic hardwoods,California Montane Jeffrey Pine-(Ponderosa Pine) Woodland,Tree,SAF 247: Jeffrey Pine
2447,2,995,7261,995,Other exotic hardwoods,Dry,,995,Other exotic hardwoods,Mediterranean California Lower Montane Black Oak-Conifer Forest and Woodland,Tree,SAF 246: California Black Oak
2530,16,995,9133,995,Other exotic hardwoods,Dry,,995,Other exotic hardwoods,Mediterranean California Serpentine Foothill and Lower Montane Riparian Woodland and Seep,Tree,SRM 203: Riparian Woodland
2553,1,995,7021,995,Other exotic hardwoods,Dry,,995,Other exotic hardwoods,Klamath-Siskiyou Lower Montane Serpentine Mixed Conifer Woodland,Tree,SAF 231: Port Orford-Cedar
3394,2,995,7009,995,Other exotic hardwoods,Dry,,995,Other exotic hardwoods,Northwestern Great Plains Aspen Forest and Parkland,Tree,SAF 217: Aspen
3545,46692,995,9302,995,Other exotic hardwoods,Dry,,995,Other exotic hardwoods,Californian Ruderal Forest,Tree,LF 53: Ruderal Forest
3595,4495,995,7013,995,Other exotic hardwoods,Dry,,995,Other exotic hardwoods,Western Great Plains Dry Bur Oak Forest and Woodland,Tree,SAF 236: Bur Oak
3664,833,995,7385,995,Other exotic hardwoods,Dry,,995,Other exotic hardwoods,Great Plains Wooded Draw and Ravine Woodland,Tree,LF 41: Deciduous Shrubland
3676,3,995,9015,995,Other exotic hardwoods,Dry,,995,Other exotic hardwoods,Northwestern Great Plains Riparian Forest,Tree,LF 42: Great Plains Riparian
3699,13,995,7015,995,Other exotic hardwoods,Dry,,995,Other exotic hardwoods,California Coastal Redwood Forest,Tree,SAF 232: Redwood
4034,218,995,7113,995,Other exotic hardwoods,Dry,,995,Other exotic hardwoods,California Coastal Live Oak Woodland and Savanna,Tree,SAF 255: California Coast Live Oak
4084,5651,995,9019,995,Other exotic hardwoods,Dry,,995,Other exotic hardwoods,Rocky Mountain Lower Montane-Foothill Riparian Woodland,Tree,SAF 235: Cottonwood-Willow
4152,4,995,7151,995,Other exotic hardwoods,Dry,,995,Other exotic hardwoods,California Central Valley Riparian Woodland,Tree,SRM 203: Riparian Woodland
4163,179,995,7011,995,Other exotic hardwoods,Dry,,995,Other exotic hardwoods,Rocky Mountain Aspen Forest and Woodland,Tree,SAF 217: Aspen
4187,1,995,7114,995,Other exotic hardwoods,Dry,,995,Other exotic hardwoods,California Lower Montane Foothill Pine Woodland and Savanna,Tree,SAF 250: Blue Oak-Digger Pine
4193,81,995,7177,995,Other exotic hardwoods,Dry,,995,Other exotic hardwoods,California Coastal Closed-Cone Conifer Forest and Woodland,Tree,SAF 248: Knobcone Pine
4210,8636,995,9028,995,Other exotic hardwoods,Dry,,995,Other exotic hardwoods,Western Great Plains Riparian Woodland,Tree,LF 42: Great Plains Riparian
4227,8369,995,9026,995,Other exotic hardwoods,Dry,,995,Other exotic hardwoods,Western Great Plains Floodplain Forest and Woodland,Tree,LF 42: Great Plains Riparian
4291,9,995,7112,995,Other exotic hardwoods,Dry,,995,Other exotic hardwoods,California Central Valley Mixed Oak Savanna,Tree,SRM 201: Blue Oak Woodland
4296,597,995,7012,995,Other exotic hardwoods,Dry,,995,Other exotic hardwoods,Rocky Mountain Bigtooth Maple Ravine Woodland,Tree,SRM 418: Bigtooth Maple
4301,541,995,7014,995,Other exotic hardwoods,Dry,,995,Other exotic hardwoods,Central and Southern California Mixed Evergreen Woodland,Tree,SAF 249: Canyon Live Oak
4307,36,995,7051,995,Other exotic hardwoods,Dry,,995,Other exotic hardwoods,Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland,Tree,SAF 210: Interior Douglas-Fir
4320,32,995,7052,995,Other exotic hardwoods,Dry,,995,Other exotic hardwoods,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland,Tree,SAF 211: White Fir
4333,151,995,9003,995,Other exotic hardwoods,Dry,,995,Other exotic hardwoods,Great Basin Foothill and Lower Montane Riparian Woodland,Tree,SAF 235: Cottonwood-Willow
4337,287,995,7049,995,Other exotic hardwoods,Dry,,995,Other exotic hardwoods,Rocky Mountain Foothill Limber Pine-Juniper Woodland,Tree,SAF 219: Limber Pine
4360,2,995,7028,995,Other exotic hardwoods,Dry,,995,Other exotic hardwoods,Mediterranean California Mesic Mixed Conifer Forest and Woodland,Tree,SAF 211: White Fir
4363,291,995,9327,995,Other exotic hardwoods,Dry,,995,Other exotic hardwoods,Interior West Ruderal Riparian Forest,Tree,LF 58: Introduced Woody Wetlands and Riparian Vegetation
4371,3991,995,9035,995,Other exotic hardwoods,Dry,,995,Other exotic hardwoods,North American Warm Desert Lower Montane Riparian Woodland,Tree,SRM 203: Riparian Woodland
4379,7,995,7062,995,Other exotic hardwoods,Dry,,995,Other exotic hardwoods,Inter-Mountain Basins Curl-leaf Mountain Mahogany Woodland,Tree,SRM 415: Curlleaf Mountain-Mahogany
4381,942,995,9034,995,Other exotic hardwoods,Dry,,995,Other exotic hardwoods,North American Warm Desert Riparian Woodland,Tree,SRM 203: Riparian Woodland
4393,4,995,7061,995,Other exotic hardwoods,Dry,,995,Other exotic hardwoods,Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland,Tree,SAF 217: Aspen
4397,11,995,9154,995,Other exotic hardwoods,Dry,,995,Other exotic hardwoods,North American Warm Desert Wash Woodland,Tree,SRM 203: Riparian Woodland
4426,1,995,7054,995,Other exotic hardwoods,Dry,,995,Other exotic hardwoods,Southern Rocky Mountain Ponderosa Pine Woodland,Tree,SAF 237: Interior Ponderosa Pine
4431,99,995,7117,995,Other exotic hardwoods,Dry,,995,Other exotic hardwoods,Southern Rocky Mountain Ponderosa Pine Savanna,Tree,SAF 237: Interior Ponderosa Pine
4600,12,995,7118,995,Other exotic hardwoods,Dry,,995,Other exotic hardwoods,Southern California Oak Woodland and Savanna,Tree,SAF 255: California Coast Live Oak
4641,2,995,7019,995,Other exotic hardwoods,Dry,,995,Other exotic hardwoods,Great Basin Pinyon-Juniper Woodland,Tree,SRM 412: Juniper-Pinyon Woodland
4783,508,995,9152,995,Other exotic hardwoods,Dry,,995,Other exotic hardwoods,North American Warm Desert Riparian Mesquite Bosque Woodland,Tree,SRM 203: Riparian Woodland
157,2405,961,9165,961,Pacific madrone,Dry,,941,Tanoak,North Pacific Hardwood-Conifer Swamp,Tree,SAF 222: Black Cottonwood-Willow
182,123,961,7178,961,Pacific madrone,Dry,,941,Tanoak,North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest,Tree,SAF 227: Western Redcedar-Western Hemlock
368,27344,961,7035,961,Pacific madrone,Dry,,941,Tanoak,North Pacific Dry Douglas-fir-(Madrone) Forest and Woodland,Tree,SAF 229: Pacific Douglas-Fir
735,1552,961,7156,961,Pacific madrone,Dry,,941,Tanoak,North Pacific Lowland Riparian Forest,Tree,SAF 222: Black Cottonwood-Willow
751,3303,961,7165,961,Pacific madrone,Dry,,941,Tanoak,Northern Rocky Mountain Foothill Conifer Wooded Steppe,Tree,SRM 109: Ponderosa Pine-Shrubland
842,1625,961,7036,961,Pacific madrone,Dry,,941,Tanoak,North Pacific Seasonal Sitka Spruce Forest,Tree,SAF 223: Sitka Spruce
843,9164,961,7063,961,Pacific madrone,Dry,,941,Tanoak,North Pacific Broadleaf Landslide Forest,Tree,SAF 221: Red Alder
975,5768,961,9170,961,Pacific madrone,Dry,,941,Tanoak,North Pacific Lowland Mixed Hardwood-Conifer Forest,Tree,SAF 229: Pacific Douglas-Fir
1158,1755,961,7045,961,Pacific madrone,Dry,,941,Tanoak,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest,Tree,SAF 210: Interior Douglas-Fir
1175,340,961,7158,961,Pacific madrone,Dry,,941,Tanoak,North Pacific Montane Riparian Woodland,Tree,SAF 222: Black Cottonwood-Willow
1431,59,961,7042,961,Pacific madrone,Dry,,941,Tanoak,North Pacific Mesic Western Hemlock-Silver Fir Forest,Tree,SAF 226: Coastal True Fir-Hemlock
1443,1,961,9012,961,Pacific madrone,Dry,,941,Tanoak,Northern Rocky Mountain Lower Montane Riparian Woodland,Tree,SAF 235: Cottonwood-Willow
1448,34988,961,7008,961,Pacific madrone,Dry,,941,Tanoak,North Pacific Oak Woodland,Tree,SAF 233: Oregon White Oak
1466,1638,961,7173,961,Pacific madrone,Dry,,941,Tanoak,North Pacific Wooded Volcanic Flowage,Tree,SAF 218: Lodgepole Pine
1511,976,961,7060,961,Pacific madrone,Dry,,941,Tanoak,East Cascades Ponderosa Pine Forest and Woodland,Tree,SAF 237: Interior Ponderosa Pine
1555,55,961,7018,961,Pacific madrone,Dry,,941,Tanoak,East Cascades Mesic Montane Mixed-Conifer Forest and Woodland,Tree,SAF 213: Grand Fir
1592,34,961,7263,961,Pacific madrone,Dry,,941,Tanoak,East Cascades Oak-Ponderosa Pine Forest and Woodland,Tree,SAF 237: Interior Ponderosa Pine
1601,33,961,7262,961,Pacific madrone,Dry,,941,Tanoak,East Cascades Oak Forest and Woodland,Tree,SAF 237: Interior Ponderosa Pine
1640,5504,961,7037,961,Pacific madrone,Dry,,941,Tanoak,North Pacific Maritime Dry-Mesic Douglas-fir-Western Hemlock Forest,Tree,SAF 230: Douglas-Fir-Western Hemlock
1654,6639,961,7039,961,Pacific madrone,Dry,,941,Tanoak,North Pacific Maritime Mesic-Wet Douglas-fir-Western Hemlock Forest,Tree,SAF 230: Douglas-Fir-Western Hemlock
1715,248,961,7174,961,Pacific madrone,Dry,,941,Tanoak,North Pacific Dry-Mesic Silver Fir-Western Hemlock-Douglas-fir Forest,Tree,SAF 226: Coastal True Fir-Hemlock
1740,79,961,7011,961,Pacific madrone,Dry,,941,Tanoak,Rocky Mountain Aspen Forest and Woodland,Tree,SAF 217: Aspen
1778,3,961,7166,961,Pacific madrone,Dry,,941,Tanoak,Middle Rocky Mountain Montane Douglas-fir Forest and Woodland,Tree,SAF 210: Interior Douglas-Fir
1812,1,961,7017,961,Pacific madrone,Dry,,941,Tanoak,Columbia Plateau Western Juniper Woodland and Savanna,Tree,SRM 107: Western Juniper-Big Sagebrush-Bluebunch Wheatgrass
1978,21,961,7041,961,Pacific madrone,Dry,,941,Tanoak,North Pacific Mountain Hemlock Forest,Tree,SAF 205: Mountain Hemlock
2046,964380,961,7043,961,Pacific madrone,Dry,,941,Tanoak,Mediterranean California Mixed Evergreen Forest,Tree,SAF 234: Douglas-Fir-Tanoak-Pacific Madrone
2240,99346,961,7027,961,Pacific madrone,Dry,,941,Tanoak,Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland,Tree,SAF 243: Sierra Nevada Mixed Conifer
2327,494,961,7028,961,Pacific madrone,Dry,,941,Tanoak,Mediterranean California Mesic Mixed Conifer Forest and Woodland,Tree,SAF 211: White Fir
2352,449349,961,7030,961,Pacific madrone,Dry,,941,Tanoak,Mediterranean California Lower Montane Conifer Forest and Woodland,Tree,SAF 246: California Black Oak
2353,48578,961,7261,961,Pacific madrone,Dry,,941,Tanoak,Mediterranean California Lower Montane Black Oak-Conifer Forest and Woodland,Tree,SAF 246: California Black Oak
2354,23579,961,7260,961,Pacific madrone,Dry,,941,Tanoak,Mediterranean California Lower Montane Black Oak Forest and Woodland,Tree,SAF 246: California Black Oak
2400,10752,961,9129,961,Pacific madrone,Dry,,941,Tanoak,Mediterranean California Foothill and Lower Montane Riparian Woodland,Tree,SRM 203: Riparian Woodland
2405,249,961,7031,961,Pacific madrone,Dry,,941,Tanoak,California Montane Jeffrey Pine-(Ponderosa Pine) Woodland,Tree,SAF 247: Jeffrey Pine
2455,64645,961,7029,961,Pacific madrone,Dry,,941,Tanoak,Mediterranean California Mixed Oak Woodland,Tree,SAF 246: California Black Oak
2460,46162,961,7021,961,Pacific madrone,Dry,,941,Tanoak,Klamath-Siskiyou Lower Montane Serpentine Mixed Conifer Woodland,Tree,SAF 231: Port Orford-Cedar
2582,175,961,7170,961,Pacific madrone,Dry,,941,Tanoak,Klamath-Siskiyou Xeromorphic Serpentine Savanna,Tree,SAF 248: Knobcone Pine
2720,108,961,7032,961,Pacific madrone,Dry,,941,Tanoak,Mediterranean California Red Fir Forest,Tree,SAF 207: Red Fir
2895,155119,961,7015,961,Pacific madrone,Dry,,941,Tanoak,California Coastal Redwood Forest,Tree,SAF 232: Redwood
2929,65,961,9133,961,Pacific madrone,Dry,,941,Tanoak,Mediterranean California Serpentine Foothill and Lower Montane Riparian Woodland and Seep,Tree,SRM 203: Riparian Woodland
2955,758,961,7177,961,Pacific madrone,Dry,,941,Tanoak,California Coastal Closed-Cone Conifer Forest and Woodland,Tree,SAF 248: Knobcone Pine
3075,59,961,7022,961,Pacific madrone,Dry,,941,Tanoak,Klamath-Siskiyou Upper Montane Serpentine Mixed Conifer Woodland,Tree,SAF 248: Knobcone Pine
3428,27945,961,7114,961,Pacific madrone,Dry,,941,Tanoak,California Lower Montane Foothill Pine Woodland and Savanna,Tree,SAF 250: Blue Oak-Digger Pine
3444,626,961,7264,961,Pacific madrone,Dry,,941,Tanoak,California Lower Montane Blue Oak Woodland and Savanna,Tree,SAF 250: Blue Oak-Digger Pine
3453,5166,961,7265,961,Pacific madrone,Dry,,941,Tanoak,California Lower Montane Blue Oak-Foothill Pine Woodland and Savanna,Tree,SAF 250: Blue Oak-Digger Pine
3600,2467,961,9302,961,Pacific madrone,Dry,,941,Tanoak,Californian Ruderal Forest,Tree,LF 53: Ruderal Forest
3615,612,961,7034,961,Pacific madrone,Dry,,941,Tanoak,Mediterranean California Mesic Serpentine Woodland,Tree,SAF 248: Knobcone Pine
3742,1,961,7062,961,Pacific madrone,Dry,,941,Tanoak,Inter-Mountain Basins Curl-leaf Mountain Mahogany Woodland,Tree,SRM 415: Curlleaf Mountain-Mahogany
3847,251,961,7112,961,Pacific madrone,Dry,,941,Tanoak,California Central Valley Mixed Oak Savanna,Tree,SRM 201: Blue Oak Woodland
3874,1657,961,7051,961,Pacific madrone,Dry,,941,Tanoak,Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland,Tree,SAF 210: Interior Douglas-Fir
3878,48,961,7058,961,Pacific madrone,Dry,,941,Tanoak,Sierra Nevada Subalpine Lodgepole Pine Forest and Woodland,Tree,SAF 218: Lodgepole Pine
3966,10396,961,7113,961,Pacific madrone,Dry,,941,Tanoak,California Coastal Live Oak Woodland and Savanna,Tree,SAF 255: California Coast Live Oak
3997,4,961,7033,961,Pacific madrone,Dry,,941,Tanoak,Mediterranean California Subalpine Woodland,Tree,SAF 256: California Mixed Subalpine
4024,2,961,7055,961,Pacific madrone,Dry,,941,Tanoak,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,Tree,SAF 206: Engelmann Spruce-Subalpine Fir
4140,14739,961,7014,961,Pacific madrone,Dry,,941,Tanoak,Central and Southern California Mixed Evergreen Woodland,Tree,SAF 249: Canyon Live Oak
4586,65,961,7118,961,Pacific madrone,Dry,,941,Tanoak,Southern California Oak Woodland and Savanna,Tree,SAF 255: California Coast Live Oak
4750,673,961,7026,961,Pacific madrone,Dry,,941,Tanoak,Madrean Upper Montane Conifer-Oak Forest and Woodland,Tree,SAF 241: Western Live Oak
4774,92,961,7024,961,Pacific madrone,Dry,,941,Tanoak,Madrean Lower Montane Pine-Oak Forest and Woodland,Tree,SAF 241: Western Live Oak
4904,3,961,9035,961,Pacific madrone,Dry,,941,Tanoak,North American Warm Desert Lower Montane Riparian Woodland,Tree,SRM 203: Riparian Woodland
44,21222,264,7156,264,Pacific silver fir,Wet,wet,264,Pacific silver fir,North Pacific Lowland Riparian Forest,Tree,SAF 222: Black Cottonwood-Willow
47,3959,264,7063,264,Pacific silver fir,Wet,wet,264,Pacific silver fir,North Pacific Broadleaf Landslide Forest,Tree,SAF 221: Red Alder
66,5060831,264,7042,264,Pacific silver fir,Wet,wet,264,Pacific silver fir,North Pacific Mesic Western Hemlock-Silver Fir Forest,Tree,SAF 226: Coastal True Fir-Hemlock
67,29365,264,9170,264,Pacific silver fir,Wet,wet,264,Pacific silver fir,North Pacific Lowland Mixed Hardwood-Conifer Forest,Tree,SAF 229: Pacific Douglas-Fir
71,2266891,264,7174,264,Pacific silver fir,Wet,wet,264,Pacific silver fir,North Pacific Dry-Mesic Silver Fir-Western Hemlock-Douglas-fir Forest,Tree,SAF 226: Coastal True Fir-Hemlock
90,782,264,7178,264,Pacific silver fir,Wet,wet,264,Pacific silver fir,North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest,Tree,SAF 227: Western Redcedar-Western Hemlock
102,747363,264,7041,264,Pacific silver fir,Wet,wet,264,Pacific silver fir,North Pacific Mountain Hemlock Forest,Tree,SAF 205: Mountain Hemlock
106,101181,264,7038,264,Pacific silver fir,Wet,wet,264,Pacific silver fir,North Pacific Maritime Mesic Subalpine Parkland,Tree,SAF 205: Mountain Hemlock
108,18927,264,7039,264,Pacific silver fir,Wet,wet,264,Pacific silver fir,North Pacific Maritime Mesic-Wet Douglas-fir-Western Hemlock Forest,Tree,SAF 230: Douglas-Fir-Western Hemlock
111,46762,264,7037,264,Pacific silver fir,Wet,wet,264,Pacific silver fir,North Pacific Maritime Dry-Mesic Douglas-fir-Western Hemlock Forest,Tree,SAF 230: Douglas-Fir-Western Hemlock
114,66635,264,7158,264,Pacific silver fir,Wet,wet,264,Pacific silver fir,North Pacific Montane Riparian Woodland,Tree,SAF 222: Black Cottonwood-Willow
130,1381,264,7036,264,Pacific silver fir,Wet,wet,264,Pacific silver fir,North Pacific Seasonal Sitka Spruce Forest,Tree,SAF 223: Sitka Spruce
144,91,264,9165,264,Pacific silver fir,Wet,wet,264,Pacific silver fir,North Pacific Hardwood-Conifer Swamp,Tree,SAF 222: Black Cottonwood-Willow
228,14609,264,7056,264,Pacific silver fir,Wet,wet,264,Pacific silver fir,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland,Tree,SAF 206: Engelmann Spruce-Subalpine Fir
246,340,264,7046,264,Pacific silver fir,Wet,wet,264,Pacific silver fir,Northern Rocky Mountain Subalpine Woodland and Parkland,Tree,SAF 208: Whitebark Pine
303,966,264,7055,264,Pacific silver fir,Wet,wet,264,Pacific silver fir,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,Tree,SAF 206: Engelmann Spruce-Subalpine Fir
352,3,264,9022,264,Pacific silver fir,Wet,wet,264,Pacific silver fir,Rocky Mountain Subalpine-Montane Riparian Woodland,Tree,SRM 422: Riparian
393,3328,264,7035,264,Pacific silver fir,Wet,wet,264,Pacific silver fir,North Pacific Dry Douglas-fir-(Madrone) Forest and Woodland,Tree,SAF 229: Pacific Douglas-Fir
752,19,264,7050,264,Pacific silver fir,Wet,wet,264,Pacific silver fir,Rocky Mountain Lodgepole Pine Forest,Tree,SAF 218: Lodgepole Pine
964,1163,264,7018,264,Pacific silver fir,Wet,wet,264,Pacific silver fir,East Cascades Mesic Montane Mixed-Conifer Forest and Woodland,Tree,SAF 213: Grand Fir
1162,11,264,7045,264,Pacific silver fir,Wet,wet,264,Pacific silver fir,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest,Tree,SAF 210: Interior Douglas-Fir
1218,3,264,7053,264,Pacific silver fir,Wet,wet,264,Pacific silver fir,Northern Rocky Mountain Ponderosa Pine Woodland and Savanna,Tree,SAF 237: Interior Ponderosa Pine
1360,383,264,7008,264,Pacific silver fir,Wet,wet,264,Pacific silver fir,North Pacific Oak Woodland,Tree,SAF 233: Oregon White Oak
1396,359,264,7173,264,Pacific silver fir,Wet,wet,264,Pacific silver fir,North Pacific Wooded Volcanic Flowage,Tree,SAF 218: Lodgepole Pine
1611,1,264,7060,264,Pacific silver fir,Wet,wet,264,Pacific silver fir,East Cascades Ponderosa Pine Forest and Woodland,Tree,SAF 237: Interior Ponderosa Pine
2070,1512,264,7044,264,Pacific silver fir,Wet,wet,264,Pacific silver fir,Northern California Mesic Subalpine Woodland,Tree,SAF 205: Mountain Hemlock
2308,5960,264,7032,264,Pacific silver fir,Wet,wet,264,Pacific silver fir,Mediterranean California Red Fir Forest,Tree,SAF 207: Red Fir
2523,228,264,7043,264,Pacific silver fir,Wet,wet,264,Pacific silver fir,Mediterranean California Mixed Evergreen Forest,Tree,SAF 234: Douglas-Fir-Tanoak-Pacific Madrone
2526,1095,264,9129,264,Pacific silver fir,Wet,wet,264,Pacific silver fir,Mediterranean California Foothill and Lower Montane Riparian Woodland,Tree,SRM 203: Riparian Woodland
2635,13,264,7030,264,Pacific silver fir,Wet,wet,264,Pacific silver fir,Mediterranean California Lower Montane Conifer Forest and Woodland,Tree,SAF 246: California Black Oak
2656,24,264,7031,264,Pacific silver fir,Wet,wet,264,Pacific silver fir,California Montane Jeffrey Pine-(Ponderosa Pine) Woodland,Tree,SAF 247: Jeffrey Pine
2727,74,264,7170,264,Pacific silver fir,Wet,wet,264,Pacific silver fir,Klamath-Siskiyou Xeromorphic Serpentine Savanna,Tree,SAF 248: Knobcone Pine
2922,88,264,9133,264,Pacific silver fir,Wet,wet,264,Pacific silver fir,Mediterranean California Serpentine Foothill and Lower Montane Riparian Woodland and Seep,Tree,SRM 203: Riparian Woodland
2961,1,264,7260,264,Pacific silver fir,Wet,wet,264,Pacific silver fir,Mediterranean California Lower Montane Black Oak Forest and Woodland,Tree,SAF 246: California Black Oak
3012,27,264,7027,264,Pacific silver fir,Wet,wet,264,Pacific silver fir,Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland,Tree,SAF 243: Sierra Nevada Mixed Conifer
3016,8,264,7029,264,Pacific silver fir,Wet,wet,264,Pacific silver fir,Mediterranean California Mixed Oak Woodland,Tree,SAF 246: California Black Oak
3132,1,264,7261,264,Pacific silver fir,Wet,wet,264,Pacific silver fir,Mediterranean California Lower Montane Black Oak-Conifer Forest and Woodland,Tree,SAF 246: California Black Oak
14,555,902,9170,902,Paper birch,Dry,,201,Douglas-fir,North Pacific Lowland Mixed Hardwood-Conifer Forest,Tree,SAF 229: Pacific Douglas-Fir
118,24578,902,7063,902,Paper birch,Dry,,201,Douglas-fir,North Pacific Broadleaf Landslide Forest,Tree,SAF 221: Red Alder
121,8679,902,7156,902,Paper birch,Dry,,201,Douglas-fir,North Pacific Lowland Riparian Forest,Tree,SAF 222: Black Cottonwood-Willow
170,22745,902,7158,902,Paper birch,Dry,,201,Douglas-fir,North Pacific Montane Riparian Woodland,Tree,SAF 222: Black Cottonwood-Willow
186,15,902,9165,902,Paper birch,Dry,,201,Douglas-fir,North Pacific Hardwood-Conifer Swamp,Tree,SAF 222: Black Cottonwood-Willow
213,2533557,902,7056,902,Paper birch,Dry,,201,Douglas-fir,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland,Tree,SAF 206: Engelmann Spruce-Subalpine Fir
222,2481007,902,7055,902,Paper birch,Dry,,201,Douglas-fir,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,Tree,SAF 206: Engelmann Spruce-Subalpine Fir
231,62,902,7008,902,Paper birch,Dry,,201,Douglas-fir,North Pacific Oak Woodland,Tree,SAF 233: Oregon White Oak
285,18341,902,7041,902,Paper birch,Dry,,201,Douglas-fir,North Pacific Mountain Hemlock Forest,Tree,SAF 205: Mountain Hemlock
319,2524,902,7165,902,Paper birch,Dry,,201,Douglas-fir,Northern Rocky Mountain Foothill Conifer Wooded Steppe,Tree,SRM 109: Ponderosa Pine-Shrubland
